,asin,overall,reviewText,summary,unixReviewTime,reviewsInNext7Days,saleChange,saleChangeFlag,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
130,B005C5YZ86,4,know erotic romance pick found fortunately long plot character delve terribly deeply traditional bad boy leave home abandon girlfriend secret son theme use time n't bad glad n't usual father find accidently see kid big angry scene argument screech ca n't take son away though would want bad novella easy read shall get others look bloke 's six pack front cover,Erotica but not too so!,1328227200,0,0.5,1,0.1,0.08333333333333333,0.0,0.11666666666666667,0.06666666666666667,0.11666666666666667,0.16666666666666666,0.11666666666666667,0.08333333333333333,0.06666666666666667,0.08333333333333333
328,B005C5YZ86,2,would easily star book plot much potential even see thats there whole series book page book purely sex dane come home run charlotte girl love leave behind year earlier son never told much author could plot reunite sex sex find son mistake go sex conclusion one night book end whole book time period hour never even meet son free book nice read wish would love read rest brother story pay read page sex could reread book free,good writing but NO plot at all,1339718400,2,0.5,1,0.0,0.0,0.0,0.2391304347826087,0.021739130434782608,0.2826086956521739,0.043478260869565216,0.043478260869565216,0.0,0.1956521739130435,0.17391304347826086
161,B005C5YZ86,3,book much potential character great could develop good full book n't story short lot time character development everything happens day introduce many character eventually book story dane one four brother grow small town surrender dane come home first time since leave ten year ago come home see brother back mind hop find charlie girl leave year ago search well future pursue career write come back quite accomplish never quite forgot charlie lo'and behold town move back soon see become intimate within first minute ok think bit stretch give heartbroken break book lot steamy scene take book book happily ever n't real drama deep plot development wish would longer time develop story character,"Had potential, but ended too soon....",1339718400,2,0.5,1,0.022727272727272728,0.0,0.0,0.13636363636363635,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.06818181818181818,0.0,0.11363636363636363,0.20454545454545456
165,B005C5YZ86,3,'re consider buy dane dirty sex probably wo n't disappoint hot doubt lack little bit sensuality like along sex n't exactly cup tea evidenced review certainly appeal reader want story actually one although take backseat sex book description refers bitterness dane 's betrayal wonder could beat ex charlotte aka charlie sleep best friend well turn sad mom die also think good enough charlie flee intention return one day well man take ten year still fill anger bitterness bitterness course quickly extinguish aforementioned hot sex,Lots of sex and a little bit of story,1339718400,2,0.5,1,0.04411764705882353,0.1323529411764706,0.0,0.11764705882352941,0.014705882352941176,0.11764705882352941,0.17647058823529413,0.10294117647058823,0.08823529411764706,0.10294117647058823,0.10294117647058823
245,B005C5YZ86,4,thought good book agree review really n't much plot 's great book woman anyone else erotic romance pretty much go right sex however disappointed short story want go purchase second book think may extent short story would rather spend money book hundred page,I loved it!,1339891200,2,0.0,0,0.02631578947368421,0.05263157894736842,0.0,0.15789473684210525,0.10526315789473684,0.18421052631578946,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.15789473684210525,0.18421052631578946
147,B005C5YZ86,4,get book free find entertain hold interest story enjoy much get book series,Dane ( The Mackenzie Brothers Quartet),1339977600,1,-0.5,-2,0.0,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.25,0.125
158,B005C5YZ86,5,love short little story 's romantic erotic short around page worth short read ca n't wait read rest brother,A Great Erotic Short Story!,1340409600,2,1.0,1,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.1111111111111111,0.0,0.0,0.16666666666666666,0.16666666666666666
97,B005C5YZ86,5,put simply story prove true love survive anything include ten year gap keep secret ca n't wait next book series,A love story,1340582400,3,0.5,1,0.0,0.0,0.0,0.23076923076923078,0.0,0.38461538461538464,0.15384615384615385,0.0,0.0,0.15384615384615385,0.07692307692307693
8,B005C5YZ86,4,love story wish longer want read meeting jayden handle good heart warm read full saucy ness,Too short but good,1340841600,2,-0.3333333333333333,-2,0.0,0.0,0.0,0.125,0.125,0.375,0.0,0.0,0.0,0.25,0.125
275,B005C5YZ86,3,pleasantly surprised novella story line good love dane 's story return home many year away work hard make great career arrive home surprise find first love return surrender well felt end rush abrupt would love see charlotte dane 's story play think story could develop full fledge novel 'm look forward read rest series,Loved the story.  The ending was too abrupt.,1341014400,2,0.0,0,0.06896551724137931,0.0,0.0,0.06896551724137931,0.13793103448275862,0.3448275862068966,0.034482758620689655,0.034482758620689655,0.0,0.1724137931034483,0.13793103448275862
132,B005C5YZ86,3,honestly think really short book receive two star gracious mood give three since steamy moment dane go ten year leave find charlotte left time little secret move back take father 's ranch work mechanic dane drawn home reason want put root first person run ex love charlotte wild sex get back together quick obvious reader whole story little soon opinion,Lacking...,1341100800,1,-0.5,-2,0.0,0.0,0.0,0.21739130434782608,0.08695652173913043,0.30434782608695654,0.08695652173913043,0.043478260869565216,0.0,0.13043478260869565,0.13043478260869565
244,B005C5YZ86,4,short story sweet hot charlie never stop love dane reappears spark wrench fly dane never know leave pregnant bridge year gap good quick read great start series,"short, sweet HEA",1341532800,1,0.0,0,0.0,0.05,0.0,0.15,0.15,0.15,0.15,0.05,0.0,0.15,0.15
357,B005C5YZ86,5,fast quick point book hot story introduces dane charlotte also introduce thomas riley cooper,Dane Book 1,1341878400,2,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
86,B005C5YZ86,3,dane sweet sexy really short read like would love h h sleep together right away chemistry good together feel pain happiness get good background leave back thought charlotte sleep dane way fast heard see like year first time see 's garage sleep together desk would like little bickering happen enjoy liliana hart 's write yummy alpha male hero continue read mackenzie series need quick erotic novel fix steamy sex dominate possessive alpha male hero orginally post wickedly delicious book blog,"Sweet, sexy, short read",1342137600,1,-0.5,-2,0.030303030303030304,0.030303030303030304,0.0,0.15151515151515152,0.10606060606060606,0.19696969696969696,0.07575757575757576,0.030303030303030304,0.015151515151515152,0.16666666666666666,0.19696969696969696
0,B005C5YZ86,3,'m big erotic novel look change pace one actually bad short read pretty quickly reasonably interest fairly believable 'd say interesting enough 'd read book series free something 'd spend money think decent,Not too bad...,1342224000,0,-1.0,-2,0.07142857142857142,0.07142857142857142,0.0,0.17857142857142858,0.07142857142857142,0.25,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.10714285714285714
313,B005C5YZ86,2,story start h come back town abandon family suppose love life year ago problem story everyone else day wait hour return already sex h exaggerate point one character tell h get ready grovel make sense since h go throw wrench h sex less page put even less resistance take h nothing ever go wrong suppose story would development would actual conflict story perhaps h actually stick gun paragraph would good read unfortunately another generic story h abandon h h move life woman h chastely waits h come back home quickly take back fight whatsoever h typical doormat h seem remorseful would n't waste time even free read,Don't blink or you might miss the conflict...,1343174400,0,0.5,1,0.12244897959183673,0.10204081632653061,0.0,0.061224489795918366,0.02040816326530612,0.12244897959183673,0.24489795918367346,0.08163265306122448,0.02040816326530612,0.08163265306122448,0.14285714285714285
269,B005C5YZ86,2,extremely unbelievable spicy n't love shallow short engage,ok,1343779200,2,0.5,1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,
150,B005C5YZ86,2,book write solely sex get lot people really like 's issue book 's sexy scene n't sexy suspension disbelief could n't attain mean guess see jump bone guy leave broken hearted pregnant even though n't know soon see even though tried maim understand guy hot bother guy find big secret whatever 'm wish know let 's go sex 's weird guy either go super piss scared charlotte 's deceit oh hey 've apart year let 's get hitch really year n't think either change ok book sex story really aspects pretty lack guess free,Dane - Spoilers,1344038400,3,0.5,1,0.09523809523809523,0.07142857142857142,0.0,0.11904761904761904,0.09523809523809523,0.11904761904761904,0.16666666666666666,0.07142857142857142,0.047619047619047616,0.11904761904761904,0.09523809523809523
281,B005C5YZ86,4,guess woman men truly hit take cupid 's arrow relate intense feeling long portrayed book n't matter many year pass since partner go separate way fate bring together 's way emotion particularly sexual longing stop,Hot but realistic.,1344211200,3,0.0,0,0.07407407407407407,0.1111111111111111,0.0,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.14814814814814814
249,B005C5YZ86,4,think take talent write short story reader walk away sense know like character read full length novel n't get character personality plot back story flesh well case story author get hook interested first page hero dane return hometown quickly learn return home past cause leave hometown immediately introduce love interest passion quickly unfold n't let fact short story page deter read form instant knowledge like character plot move great pace leave want reach last page 'm look forward book series,Short but good,1344470400,2,-0.3333333333333333,-2,0.024390243902439025,0.0,0.0,0.12195121951219512,0.07317073170731707,0.36585365853658536,0.0975609756097561,0.0975609756097561,0.04878048780487805,0.07317073170731707,0.0975609756097561
94,B005C5YZ86,4,sat book could write review ca n't decide appropriate rating like cover yumdane sex stickthe brother intriguingi like charlie n't need man attitude life also work garage love name flow fast climax hot sex steamydislikes entirely shorti would like detail everything go right alone short wish could see dane meet son shortnessdane come hole since screw way yearsi wish charlie would least one sexual partnerthe town name cheesy get outi look forward read brother sincerely hope book longer,good,1344556800,1,-0.5,-2,0.03125,0.0625,0.0,0.21875,0.0625,0.28125,0.03125,0.03125,0.0,0.15625,0.125
11,B005C5YZ86,4,love story could burn eyebrow dano college week two mother pass cancer make love first time barely turn yet always secret dream writer really talk mom know three hell raiser brother would never understand mind say go make something come back charlotte ten year wow really really case forever love lot lust,Dane,1344643200,0,-1.0,-2,0.09090909090909091,0.06060606060606061,0.0,0.09090909090909091,0.0,0.21212121212121213,0.15151515151515152,0.12121212121212122,0.06060606060606061,0.12121212121212122,0.09090909090909091
223,B005C5YZ86,1,ok book short well confuse bore n't thing ca n't give proper review half book,dislike,1345420800,0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,
59,B005C5YZ86,3,erotic hot steamy darn short could n't catch full attention oh situation totally unrealistic believable,Hot but short.,1345420800,0,0.5,1,0.0,0.1,0.0,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
2,B005C5YZ86,3,happen romance take month develop happen one day 's unbeliavable instead build trust main male character use sex get woman dumped year ago take back even though main character child together seriously woman would let guy dump never even know son walk right back life single day sex almost relationship oh wait say erotic romance blunt story would 've good pretence sex scene treat sure one hot read,Short,1346112000,0,0.5,1,0.04918032786885246,0.03278688524590164,0.0,0.14754098360655737,0.08196721311475409,0.21311475409836064,0.04918032786885246,0.04918032786885246,0.01639344262295082,0.14754098360655737,0.21311475409836064
121,B005C5YZ86,5,dane book mackenzie brother series dane mackenzie leave surrender montana year ago n't back since come home face demon face past first person see town charlotte charlotte girl walk away n't courage stay never get love well back plan win back review start say really enjoy book dane charlotte 's story show first love never totally die sexy easy read make book seem short writer able pull story give enough glimpse brother make want read story book erotic romance mean adult come see review juliesbookreview blogspot com,great story,1346889600,2,0.5,1,0.08695652173913043,0.021739130434782608,0.0,0.15217391304347827,0.06521739130434782,0.21739130434782608,0.10869565217391304,0.10869565217391304,0.021739130434782608,0.10869565217391304,0.10869565217391304
347,B005C5YZ86,4,like build encounter lil snippet much deliver 's long stretch forgive guy night year stone cold neglect hey pretty cool brother 's good somehow get heart race well worth download,Pretty Pleasing,1346889600,2,0.5,1,0.0,0.05,0.0,0.15,0.05,0.35,0.15,0.0,0.0,0.1,0.15
144,B005C5YZ86,4,give give free yes another one could pass free read go blatant say cover appeal dane ' totally call attention pecs abound download delectable read word flame across page heat come potently fast admittedly duck behind e reader yes would appropriately say one tale take lonely night new height would certainly take disclaimer heart purchase book risqu eacute tale would suggest move selection however shy away glow fiery blaze purchase away disappoint,"""The Delectable Cover with a Whole Lot of Heat Inside""",1346976000,1,-0.5,-2,0.03571428571428571,0.14285714285714285,0.0,0.14285714285714285,0.0,0.25,0.14285714285714285,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.07142857142857142
40,B005C5YZ86,5,really enjoyed read short story dane charlotte wish read son react dane good book start finish,Loved It!!!,1347321600,2,1.0,1,0.125,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.25
89,B005C5YZ86,4,opinion give backstory relationship conclusion little rush write solid character engage first page 'll look author sure hopefully longer story,Coulda been longer,1347753600,4,1.0,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,
87,B005C5YZ86,5,wow 's say lol course dane one well write erotic romance novella 've ever read liliana hart amaze job give dane charlie 's backstories even h h relieve year old sexual tension discover second chance love mention accomplish page yup wish dane longer feel shortchanged hence cabr gold star review 're look great hot read intro mackenzie brother dane book tell think read read review,"Caribbean Accent Book Review of ""Dane"" by Liliana Hart",1347840000,5,0.25,1,0.034482758620689655,0.06896551724137931,0.0,0.13793103448275862,0.13793103448275862,0.27586206896551724,0.034482758620689655,0.034482758620689655,0.0,0.1724137931034483,0.10344827586206896
179,B005C5YZ86,4,guess need buy three book finish story dane charlie really want know son felt whole thin think author finish story line,Not long enough,1347926400,4,-0.2,-2,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,
216,B005C5YZ86,4,finish book hour love steamy sex plot feel main character get back together little quickly felt dane little upset charlie 's secret know would good read would definitely recommend,"Hot, quick read!",1348272000,3,-0.25,-2,0.0,0.05555555555555555,0.0,0.2222222222222222,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.0,0.16666666666666666,0.1111111111111111
78,B005C5YZ86,1,short hence character development story character dialog flat n't care character become way good thing short story,Ugh,1348272000,3,-0.25,-2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
381,B005C5YZ86,4,good short love story nothing write home good time killer descriptive engage good wait dr 's office get yer tire change,Quick read,1348358400,1,-0.6666666666666666,-2,0.045454545454545456,0.0,0.0,0.13636363636363635,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.0,0.0,0.18181818181818182,0.22727272727272727
119,B005C5YZ86,4,thrill jump right novel short straight point also intimate leave want need company,Very Short and thrilling,1348358400,1,-0.6666666666666666,-2,0.07142857142857142,0.0,0.0,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,0.14285714285714285
374,B005C5YZ86,5,highly recommend book along liliana 's series great writer keep interested always want,Awesome Read,1348617600,0,-1.0,-2,0.0,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,
23,B005C5YZ86,5,like book love put character story good read intense shady erotic enough sleazy,Loved the book,1349222400,2,0.5,1,0.08695652173913043,0.043478260869565216,0.0,0.13043478260869565,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.0,0.043478260869565216,0.17391304347826086,0.08695652173913043
143,B005C5YZ86,1,really write well basically sex scene skillfully write story clumsy give author another shot buy next book series complete rip cost really short short story bad writing,Very Disappointing,1349481600,2,0.0,0,0.10526315789473684,0.10526315789473684,0.0,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.05263157894736842
24,B005C5YZ86,3,quick read wish longer get know charactors well look short read book,ok,1349654400,1,-0.5,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,B005C5YZ86,4,give book star rating dane something read enjoy book go read mackenzie brother 'm hop wonderful dane think everyone like book happy reading everyone,"Dane Dane, What a man!!!",1349827200,1,0.0,0,0.043478260869565216,0.043478260869565216,0.0,0.21739130434782608,0.043478260869565216,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.0,0.17391304347826086,0.13043478260869565
375,B005C5YZ86,5,wow hot hot hot free ca n't wait read rest series check blog iloveladyporn com,Rekindled Love,1350259200,3,2.0,1,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
339,B005C5YZ86,4,really like book feel like 've long feel charlie give easily 've take work dane,Too short! I want More!,1350518400,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
386,B005C5YZ86,2,good book short overall good book still read author,It was an okay book.,1350604800,2,-0.3333333333333333,-2,0.0,0.0,0.0,0.25,0.16666666666666666,0.25,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
380,B005C5YZ86,5,really enjoyed read dane charlie story short sweet want read relationship develop,A Nice Surprise :),1350691200,1,-0.5,-2,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857
392,B005C5YZ86,5,like cover good story keep suspense make want read,Pleasurable reading,1350864000,2,1.0,1,0.1111111111111111,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222
76,B005C5YZ86,4,like character redeem would dane left high school sweetheart behind come back ten year later see work family garage enjoy little romance story read,The heart wants.,1351296000,2,0.0,0,0.058823529411764705,0.0,0.0,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.0,0.11764705882352941,0.0,0.17647058823529413,0.17647058823529413
228,B005C5YZ86,5,'m reader short story get want read wish long read others,good short story,1351382400,1,-0.5,-2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
322,B005C5YZ86,2,potential original lot story recycle aspect n't bother story short however everything felt rushed sex best thing everything else felt hurry along n't really seem believable dane hopelessly love charlotte yet never look ten year seem plausible would raise son without ever tell n't like entire plot revolves around one absurd highly contrive event like one father come rendezvous early sent cooper pack arrive love would seek leave ask father say true love would go brother find could explain nonsense becomes misunderstand around everything else evolve yet continue avoid discuss far long annoy,"Too rushed, so-so story",1351728000,1,0.0,0,0.02631578947368421,0.02631578947368421,0.0,0.18421052631578946,0.02631578947368421,0.21052631578947367,0.18421052631578946,0.02631578947368421,0.02631578947368421,0.13157894736842105,0.15789473684210525
181,B005C5YZ86,4,like short might read others free well next book series probably make sense book,It was a good 1st book but short.,1352073600,0,-1.0,-2,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,
115,B005C5YZ86,3,expect little romance porno still go read short story series,"Hot, but not what I expected",1352678400,0,0.5,1,0.07692307692307693,0.0,0.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385
267,B005C5YZ86,4,nice steamy short read like book last bit longer rest series keep go favor buy book series together u save money go want rest anyhow,Steamy read,1353456000,6,0.5,2,0.0,0.07692307692307693,0.0,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693
124,B005C5YZ86,3,book dane book easy read extremely short felt real story lot sex,Disappointed,1353715200,5,-0.16666666666666666,-2,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
50,B005C5YZ86,5,great book intend read rest series ca n't wait read rest,great book,1353715200,5,-0.16666666666666666,-2,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
125,B005C5YZ86,3,like book think potential full length novel instead short story back story two lead interest well write havng read others series 'm unsure spoiler alert relationship lead male son develop hope get explored look forward read rest book,Enjoyable,1353888000,5,0.0,0,0.0,0.0,0.0,0.125,0.0625,0.5,0.0625,0.0625,0.0,0.0625,0.125
14,B005C5YZ86,5,bring together great story people apart love last long 's nowhere together,Dane,1353888000,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
88,B005C5YZ86,4,totally enjoyed quick read well write pace right hot hot hot good job kodo 's author,Excellent Quick Read,1353974400,4,-0.2,-2,0.0,0.2727272727272727,0.0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091
196,B005C5YZ86,5,good read would n't mind backyard entertaining could pick back without forget story,Dane,1353974400,4,-0.2,-2,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.2,0.2
85,B005C5YZ86,4,totally see become another female favorite read bedtime even good one many book read collection want mechanic small town lol,Old Habits and Old Lovers die hard,1354233600,3,-0.25,-2,0.0,0.0,0.0,0.2,0.1,0.3,0.1,0.0,0.0,0.2,0.1
368,B005C5YZ86,5,great story mean hate fact short thay romance sure pay lt,wow,1354406400,3,0.0,0,0.11764705882352941,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941
141,B005C5YZ86,4,short sweet story young love lose find always wish longer definitely go pick rest series,Enjoyed this one,1354406400,3,0.0,0,0.05,0.05,0.0,0.1,0.15,0.25,0.05,0.05,0.05,0.15,0.1
243,B005C5YZ86,4,book good amazing good character believable author get deep enough background book short wish story,too short,1354492800,3,0.0,0,0.0,0.0,0.0,0.25,0.16666666666666666,0.25,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
333,B005C5YZ86,4,short story love wish long prurchased boxed set know dane hott brother would probably equally would recommend quick read anyone love lose fond memory time life hope enjoy,Loved it,1354838400,5,0.6666666666666666,1,0.038461538461538464,0.038461538461538464,0.0,0.15384615384615385,0.07692307692307693,0.2692307692307692,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.15384615384615385
376,B005C5YZ86,5,sexy romantic ready read rest mackenzie men town grow,Loved Dane Charater,1354838400,5,0.6666666666666666,1,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.2,0.3
195,B005C5YZ86,4,wish story ca n't really say without spoiler good read,Definitely erotic,1355011200,4,-0.2,-2,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
337,B005C5YZ86,5,enjoy book much look forward read many book wait download,DANE(Erotic Romance),1355097600,3,-0.25,-2,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857
3,B005C5YZ86,4,book point quick wait evolve end good story need meat want hear dane story military adventure well journalism also charlie year jayden embrace dane end early hop next book series evolve story,Really short fun read!,1355184000,4,0.3333333333333333,1,0.058823529411764705,0.0,0.0,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.0,0.0,0.11764705882352941,0.23529411764705882
39,B005C5YZ86,4,dane mackenzie come home first time ten year dane famous journalist wonder really bring home dane three brother live surrender dane one regret 's left charlotte behind escape mother 's death live dream charlotte call charlie never expect see dane mackenzie stand garage look ever charlie want throttle surely ca n't let heart either charlie responsibility priorities n't include dane life charlie must protect matter dane want charlie share secret dane really stay surrender dane get charlie forgive answer await dane,Returning home,1355184000,4,0.3333333333333333,1,0.08888888888888889,0.044444444444444446,0.0,0.1111111111111111,0.044444444444444446,0.2222222222222222,0.15555555555555556,0.1111111111111111,0.022222222222222223,0.044444444444444446,0.15555555555555556
149,B005C5YZ86,4,highly erotic m hart know erotic well really like book would give short pull though buy rest mackenzie book,Dane,1355356800,4,0.0,0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285
270,B005C5YZ86,4,short novel really get attention base hook attention grabber easily get person continue read good read erotic scene,very intriguing,1355702400,3,-0.25,-2,0.0,0.0,0.0,0.23529411764705882,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.0,0.0,0.11764705882352941,0.17647058823529413
306,B005C5YZ86,5,great read immediately lust dane sympathize charlotte want live surrender story interest sex hot plenty glad book buyer warn make want buy every one liliana hart 's book,"Quick, Hot and Interesting",1355702400,3,-0.25,-2,0.08695652173913043,0.043478260869565216,0.0,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.17391304347826086,0.08695652173913043,0.0,0.08695652173913043,0.21739130434782608
378,B005C5YZ86,4,good book good book goov v v v v v vbulletin v chubb v vbulletin chubb v v v,Mackenzie family,1355702400,3,-0.25,-2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
71,B005C5YZ86,1,disappointed book much plot lot sex ca n't recommend dane,Dane,1355875200,3,0.0,0,0.0,0.1,0.0,0.2,0.0,0.2,0.1,0.1,0.1,0.1,0.1
